,doi,title,publish_date,publish_month,publish_year,volume,issue,abstract,full_text_filename,hypothesis,rule
10,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12997,The Private Production of Safe Assets,7,December,2020,N.A.,Accepted Articles,"Using high‐frequency, granular panel data on short‐term debt securities issued in Europe, we study the existence, empirical boundaries, and fragility of private assets' safety. We show that only securities with the shortest maturities, issued by banks (certificates of deposit, or CDs), benefit from a safety premium. The supply of such CDs responds positively to excess safety demand. During periods of stress, this relation vanishes for all issuers of private securities, even though their aggregate volumes do not collapse. Other dimensions of heterogeneity, including issuers' balance sheets or their domicile countries' fiscal capacity, are less relevant for private safety.",12.txt,"Hypothesis 1: shorter‐term securities are more likely to be information‐insensitive, and thus likely to be preferred by safety‐seeking investors. This term structure has important implications. While T‐bills benefit from a safety premium throughout the maturity spectrum, this is not the case for CDs.",3
11,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12997,The Private Production of Safe Assets,7,December,2020,N.A.,Accepted Articles,"Using high‐frequency, granular panel data on short‐term debt securities issued in Europe, we study the existence, empirical boundaries, and fragility of private assets' safety. We show that only securities with the shortest maturities, issued by banks (certificates of deposit, or CDs), benefit from a safety premium. The supply of such CDs responds positively to excess safety demand. During periods of stress, this relation vanishes for all issuers of private securities, even though their aggregate volumes do not collapse. Other dimensions of heterogeneity, including issuers' balance sheets or their domicile countries' fiscal capacity, are less relevant for private safety.",12.txt,"Hypothesis 2 is to look at the effect of T‐bill issuance on the private safety premium. Based on theory, we expect the public (private) safety premium to decrease (increase) if the issuance of public asset decreases.",3
12,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12997,The Private Production of Safe Assets,7,December,2020,N.A.,Accepted Articles,"Using high‐frequency, granular panel data on short‐term debt securities issued in Europe, we study the existence, empirical boundaries, and fragility of private assets' safety. We show that only securities with the shortest maturities, issued by banks (certificates of deposit, or CDs), benefit from a safety premium. The supply of such CDs responds positively to excess safety demand. During periods of stress, this relation vanishes for all issuers of private securities, even though their aggregate volumes do not collapse. Other dimensions of heterogeneity, including issuers' balance sheets or their domicile countries' fiscal capacity, are less relevant for private safety.",12.txt,"n sum, at least in aggregate, only short‐term CDs can be considered safe in an exact sense.A distinct prediction of models of safety production (Gorton and Pennacchi (1990)) is that safe assets should be priced distinctly away from marginally nonsafe assets. As a result, we should expect a change in the slope of the term structure of interest rates precisely at the point at which safety disappears. To test this hypothesis",6
13,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12993,"The Perception of Dependence, Investment Decisions, and Stock Prices",24,November,2020,N.A.,Accepted Articles,"How do investors perceive dependence between stock returns; and how does their perception of dependence affect investments and stock prices? We show experimentally that investors understand differences in dependence, but not in terms of correlation. Participants invest as if applying a simple counting heuristic for the frequency of comovement. They diversify more when the frequency of comovement is lower even if correlation is higher due to dependence in the tails. Building on our experimental findings, we empirically analyze U.S. stock returns. We identify a robust return premium for stocks with high frequencies of comovement with the market return.",16.txt,"we test the hypothesis that people have difficulty adapting to dependence in extreme returns by varying nonlinear dependence. In particular, we decrease dependence in moderate returns and increase dependence in extreme returns from one treatment to the other.",5
14,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12993,"The Perception of Dependence, Investment Decisions, and Stock Prices",24,November,2020,N.A.,Accepted Articles,"How do investors perceive dependence between stock returns; and how does their perception of dependence affect investments and stock prices? We show experimentally that investors understand differences in dependence, but not in terms of correlation. Participants invest as if applying a simple counting heuristic for the frequency of comovement. They diversify more when the frequency of comovement is lower even if correlation is higher due to dependence in the tails. Building on our experimental findings, we empirically analyze U.S. stock returns. We identify a robust return premium for stocks with high frequencies of comovement with the market return.",16.txt,"me realizations (D'Acremont and Bossaerts (2016)). Hypothesis: Investors are able to perceive changes in dependence for frequent moderate returns but have difficulty perceiving dependence in extreme returns, and thus, perceived overall dependence is driven by dependence in frequent moderate returns (beliefs). Hypothesis: Investors diversify more when perceived overall dependence decreases (choice). To test these hypotheses",6
15,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12991,Liquidity Supply in the Corporate Bond Market,10,November,2020,N.A.,Accepted Articles,"This paper examines dealer inventory capacity, or liquidity supply, as a driver of liquidity and expected returns in the corporate bond market. We identify shocks to aggregate liquidity supply using data on corporate bond yields and dealer positions. Liquidity supply shocks lead to persistent changes in market liquidity, are correlated with proxies for dealer financial constraints, and have significant explanatory power for cross‐sectional and time‐series variation in expected returns, beyond standard risk factors. Our findings point to liquidity supply by financially constrained intermediaries as a main driver of market liquidity and asset prices.",21.txt,Our working hypothesis is that dealer gross positions are more informative about expected aggregate returns at times when liquidity supply shocks have been the primary driver of dealer positions.,4
16,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12975,Information Consumption and Asset Pricing,25,September,2020,N.A.,Accepted Articles,"We study whether firm and macroeconomic announcements that convey systematic information generate a return premium for firms that experience information spillovers. We use information consumption to proxy for investor learning during these announcements and construct ex ante measures of expected information consumption (EIC) to calibrate whether learning is priced. On days when there are information spillovers, affected stocks earn a significant return premium (5% annualized) and the capital asset pricing model performs better. The positive effect of the Federal Reserve Open Market Committee announcements on the risk premia of individual stocks appears to be modulated by EIC. Our findings are most consistent with a risk‐based explanation.",25.txt,"We hypothesize that ceteris paribus, smaller firms in an industry and firms with lower analyst coverage should respond more to information disseminated by other firms. The second two subsamples of firms are chosen based on the timing aspect of information releases.",2
17,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12975,Information Consumption and Asset Pricing,25,September,2020,N.A.,Accepted Articles,"We study whether firm and macroeconomic announcements that convey systematic information generate a return premium for firms that experience information spillovers. We use information consumption to proxy for investor learning during these announcements and construct ex ante measures of expected information consumption (EIC) to calibrate whether learning is priced. On days when there are information spillovers, affected stocks earn a significant return premium (5% annualized) and the capital asset pricing model performs better. The positive effect of the Federal Reserve Open Market Committee announcements on the risk premia of individual stocks appears to be modulated by EIC. Our findings are most consistent with a risk‐based explanation.",25.txt,we hypothesize that information released in the 10‐K and information released during the first half of the earnings cycle should be more material and informative compared to information released in the 10‐Q and the second half of the earnings cycle.,2
18,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12978,The Limits of Limited Liability: Evidence from Industrial Pollution,24,September,2020,N.A.,Accepted Articles,"We study how parent liability for subsidiaries' environmental cleanup costs affects industrial pollution and production. Our empirical setting exploits a Supreme Court decision that strengthened parent limited liability protection for some subsidiaries. Using a difference‐in‐differences framework, we find that stronger liability protection for parents leads to a 5% to 9% increase in toxic emissions by subsidiaries. Evidence suggests the increase in pollution is driven by lower investment in abatement technologies rather than increased production. Cross‐sectional tests suggest convexities associated with insolvency and executive compensation drive heterogeneous effects. Overall, our findings highlight the moral hazard problem associated with limited liability.",29.txt,"we hypothesize that the effects of Bestfoods concentrate in parents with existing environmental liabilities and those that are close to financial distress. Third, we examine heterogeneity based on compensation incentives.",2
19,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12978,The Limits of Limited Liability: Evidence from Industrial Pollution,24,September,2020,N.A.,Accepted Articles,"We study how parent liability for subsidiaries' environmental cleanup costs affects industrial pollution and production. Our empirical setting exploits a Supreme Court decision that strengthened parent limited liability protection for some subsidiaries. Using a difference‐in‐differences framework, we find that stronger liability protection for parents leads to a 5% to 9% increase in toxic emissions by subsidiaries. Evidence suggests the increase in pollution is driven by lower investment in abatement technologies rather than increased production. Cross‐sectional tests suggest convexities associated with insolvency and executive compensation drive heterogeneous effects. Overall, our findings highlight the moral hazard problem associated with limited liability.",29.txt,"we hypothesize that a decrease in left tail risk via stronger parent liability protections has a particularly strong effect for managers with convex payoffs. However, in Table IA.",2
20,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12978,The Limits of Limited Liability: Evidence from Industrial Pollution,24,September,2020,N.A.,Accepted Articles,"We study how parent liability for subsidiaries' environmental cleanup costs affects industrial pollution and production. Our empirical setting exploits a Supreme Court decision that strengthened parent limited liability protection for some subsidiaries. Using a difference‐in‐differences framework, we find that stronger liability protection for parents leads to a 5% to 9% increase in toxic emissions by subsidiaries. Evidence suggests the increase in pollution is driven by lower investment in abatement technologies rather than increased production. Cross‐sectional tests suggest convexities associated with insolvency and executive compensation drive heterogeneous effects. Overall, our findings highlight the moral hazard problem associated with limited liability.",29.txt,"We hypothesize that the effects of Bestfoods concentrate in firms with environmental liabilities because, all else equal, such firms are closer to default and may view investment in pollution abatement as having a higher short‐term value if directed toward immediate financing needs.",2
21,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12978,The Limits of Limited Liability: Evidence from Industrial Pollution,24,September,2020,N.A.,Accepted Articles,"We study how parent liability for subsidiaries' environmental cleanup costs affects industrial pollution and production. Our empirical setting exploits a Supreme Court decision that strengthened parent limited liability protection for some subsidiaries. Using a difference‐in‐differences framework, we find that stronger liability protection for parents leads to a 5% to 9% increase in toxic emissions by subsidiaries. Evidence suggests the increase in pollution is driven by lower investment in abatement technologies rather than increased production. Cross‐sectional tests suggest convexities associated with insolvency and executive compensation drive heterogeneous effects. Overall, our findings highlight the moral hazard problem associated with limited liability.",29.txt,"we hypothesize that parents with relatively high risk of distress may disproportionately respond to Bestfoods because of their incentives to shift harm to other stakeholders. To test this idea, we repeat the analysis from Table XI but analyze firms with above/below‐median parent unlevered Z‐scores in 1997.",2
22,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12978,The Limits of Limited Liability: Evidence from Industrial Pollution,24,September,2020,N.A.,Accepted Articles,"We study how parent liability for subsidiaries' environmental cleanup costs affects industrial pollution and production. Our empirical setting exploits a Supreme Court decision that strengthened parent limited liability protection for some subsidiaries. Using a difference‐in‐differences framework, we find that stronger liability protection for parents leads to a 5% to 9% increase in toxic emissions by subsidiaries. Evidence suggests the increase in pollution is driven by lower investment in abatement technologies rather than increased production. Cross‐sectional tests suggest convexities associated with insolvency and executive compensation drive heterogeneous effects. Overall, our findings highlight the moral hazard problem associated with limited liability.",29.txt,"we hypothesize that a decrease in left tail risk via stronger parent liability protections will have a particularly strong effect for managers with convex payoffs. To measure payoff convexity, we use the average vega (i.e., dollar change in compensation for a 0.",2
23,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12964,The Impact of Supervision on Bank Performance,12,July,2020,N.A.,Accepted Articles,"We explore the impact of supervision on the riskiness, profitability, and growth of U.S. banks. Using data on supervisors' time use, we demonstrate that the top‐ranked banks by size within a supervisory district receive more attention from supervisors, even after controlling for size, complexity, risk, and other characteristics. Using a matched sample approach, we find that these top‐ranked banks that receive more supervisory attention hold less risky loan portfolios, are less volatile, and are less sensitive to industry downturns, but do not have lower growth or profitability. Our results underscore the distinct role of supervision in mitigating banking sector risk.",38.txt,"We hypothesize that within each district, the largest institutions receive more supervisory attention, ceteris paribus, than institutions that are not among the largest.",2
24,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12947,The Causal Effect of Limits to Arbitrage on Asset Pricing Anomalies,21,May,2020,N.A.,Accepted Articles,"We examine the causal effect of limits to arbitrage on 11 well‐known asset pricing anomalies using the pilot program of Regulation SHO, which relaxed short‐sale constraints for a quasi‐random set of pilot stocks, as a natural experiment. We find that the anomalies became weaker on portfolios constructed with pilot stocks during the pilot period. The pilot program reduced the combined anomaly long–short portfolio returns by 72 basis points per month, a difference that survives risk adjustment with standard factor models. The effect comes only from the short legs of the anomaly portfolios.",49.txt,"We hypothesize that the introduction of the pilot program will result in an increase in shorting for pilot short‐leg portfolios relative to nonpilot short‐leg portfolios, and that this increase will be sustained throughout the pilot period.",2
25,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12947,The Causal Effect of Limits to Arbitrage on Asset Pricing Anomalies,21,May,2020,N.A.,Accepted Articles,"We examine the causal effect of limits to arbitrage on 11 well‐known asset pricing anomalies using the pilot program of Regulation SHO, which relaxed short‐sale constraints for a quasi‐random set of pilot stocks, as a natural experiment. We find that the anomalies became weaker on portfolios constructed with pilot stocks during the pilot period. The pilot program reduced the combined anomaly long–short portfolio returns by 72 basis points per month, a difference that survives risk adjustment with standard factor models. The effect comes only from the short legs of the anomaly portfolios.",49.txt,Hypothesis 1: The relaxation of short‐sale constraints caused by the pilot program of Regulation SHO reduces anomaly returns for pilot stocks relative to nonpilot stocks during the pilot period. Hypothesis 2: This decrease in anomaly returns comes primarily from the short‐leg anomaly portfolios.,3
26,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12947,The Causal Effect of Limits to Arbitrage on Asset Pricing Anomalies,21,May,2020,N.A.,Accepted Articles,"We examine the causal effect of limits to arbitrage on 11 well‐known asset pricing anomalies using the pilot program of Regulation SHO, which relaxed short‐sale constraints for a quasi‐random set of pilot stocks, as a natural experiment. We find that the anomalies became weaker on portfolios constructed with pilot stocks during the pilot period. The pilot program reduced the combined anomaly long–short portfolio returns by 72 basis points per month, a difference that survives risk adjustment with standard factor models. The effect comes only from the short legs of the anomaly portfolios.",49.txt,"Hypothesis 3: The difference in anomaly returns between pilot and nonpilot stocks disappears after the pilot program ends. Hypothesis 4: At the beginning of the pilot program, short legs of pilot stocks underperform those of nonpilot stocks.",3
27,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12947,The Causal Effect of Limits to Arbitrage on Asset Pricing Anomalies,21,May,2020,N.A.,Accepted Articles,"We examine the causal effect of limits to arbitrage on 11 well‐known asset pricing anomalies using the pilot program of Regulation SHO, which relaxed short‐sale constraints for a quasi‐random set of pilot stocks, as a natural experiment. We find that the anomalies became weaker on portfolios constructed with pilot stocks during the pilot period. The pilot program reduced the combined anomaly long–short portfolio returns by 72 basis points per month, a difference that survives risk adjustment with standard factor models. The effect comes only from the short legs of the anomaly portfolios.",49.txt,Hypothesis 1 predicts that is negative for anomaly long–short returns. Hypothesis 2 predicts that is positive for short‐leg returns and close to zero for long‐leg returns. The results support these two hypotheses.,3
28,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12947,The Causal Effect of Limits to Arbitrage on Asset Pricing Anomalies,21,May,2020,N.A.,Accepted Articles,"We examine the causal effect of limits to arbitrage on 11 well‐known asset pricing anomalies using the pilot program of Regulation SHO, which relaxed short‐sale constraints for a quasi‐random set of pilot stocks, as a natural experiment. We find that the anomalies became weaker on portfolios constructed with pilot stocks during the pilot period. The pilot program reduced the combined anomaly long–short portfolio returns by 72 basis points per month, a difference that survives risk adjustment with standard factor models. The effect comes only from the short legs of the anomaly portfolios.",49.txt,"Hypothesis 4 predicts a price increase in the short legs of pilot stocks relative to those of nonpilot stocks (i.e., a positive DiD coefficient). Consistent with this conjecture, the DiD coefficient, 1.",3
29,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12947,The Causal Effect of Limits to Arbitrage on Asset Pricing Anomalies,21,May,2020,N.A.,Accepted Articles,"We examine the causal effect of limits to arbitrage on 11 well‐known asset pricing anomalies using the pilot program of Regulation SHO, which relaxed short‐sale constraints for a quasi‐random set of pilot stocks, as a natural experiment. We find that the anomalies became weaker on portfolios constructed with pilot stocks during the pilot period. The pilot program reduced the combined anomaly long–short portfolio returns by 72 basis points per month, a difference that survives risk adjustment with standard factor models. The effect comes only from the short legs of the anomaly portfolios.",49.txt,"ses in Appendix C. C. Postpilot‐Program ResultsAfter the pilot program ended, the difference in short‐sale restrictions between pilot and nonpilot stocks disappeared. If our main results in Table IV are indeed driven by the pilot program, the difference in anomaly returns between pilot and nonpilot firms should also vanish after the end of the pilot program. This is formally stated in Hypothesis 3. To test this hypothesis",6
30,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12950,The Mismatch Between Mutual Fund Scale and Skill,20,May,2020,N.A.,Accepted Articles,I demonstrate that skill and scale are mismatched among actively managed equity mutual funds. Many mutual fund investors confuse the effects of fund exposures to common systematic factors with managerial skill when allocating capital among funds. Active mutual funds with positive factor‐related past returns thus accumulate assets to the point that they significantly underperform. I also show that the negative aggregate benchmark‐adjusted performance of active equity mutual funds is driven mainly by these oversized funds.,52.txt,"such as Chen et al. (2004), Yan (2008), and Edelen, Evans, and Kadlec (2013) shows that small‐cap funds and growth‐style funds tend to observe higher average trading costs and high variation in trading costs. Thus, if fund flows associated with FRRs, through the scale effect, explain the negative future performance of funds with positive prior FRRs, we should observe similar patterns across styles. To test this hypothesis",6
31,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12902,The Value of Central Clearing,18,March,2020,N.A.,Accepted Articles,"I study a contracting innovation that suddenly insulated traders of hedging contracts against counterparty risk: central clearing counterparties (CCPs) for derivatives. The first CCP was created in Le Havre (France) in 1882, in the coffee futures market. Using triple difference‐in‐differences estimation, I show that central clearing changed the geography of trade flows Europe‐wide, to the benefit of Le Havre. Inspecting the mechanism using trader‐level data, I find that the CCP solved both a “missing market” problem and adverse selection issues. Central clearing also facilitated entry of new traders in the market. The successful contracting innovation quickly spread to other exchanges.",61.txt,"Hypothesis 1 in the context of physical commodities, it could also hold for financial securities.Two distinct mechanisms can explain why central clearing is a contracting innovation that allows for more efficient hedging.",3
32,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12897,Do CEOs Matter? Evidence from Hospitalization Events,3,March,2020,N.A.,Accepted Articles,"Using variation in firms’ exposure to their CEOs resulting from hospitalization, we estimate the effect of chief executive officers (CEOs) on firm policies, holding firm‐CEO matches constant. We document three main findings. First, CEOs have a significant effect on profitability and investment. Second, CEO effects are larger for younger CEOs, in growing and family‐controlled firms, and in human‐capital‐intensive industries. Third, CEOs are unique: the hospitalization of other senior executives does not have similar effects on the performance. Overall, our findings demonstrate that CEOs are a key driver of firm performance, which suggests that CEO contingency plans are valuable.",62.txt,"we cannot reject the hypothesis that the OLS fixed effect estimates are different from those reported in this alternative specification. Overall, our results indicate that CEO hospitalizations lead to a large and significant decline in profitability.",5
33,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12884,Drilling and Debt,5,February,2020,N.A.,Accepted Articles,"This paper documents a previously unrecognized debt‐related investment distortion. Using detailed project‐level data for 69 firms in the oil and gas industry, we find that highly levered firms pull forward investment, completing projects early at the expense of long‐run project returns and project value. This behavior is particularly pronounced prior to debt renegotiations. We test several channels that could explain this behavior and find evidence consistent with equity holders sacrificing long‐run project returns to enhance collateral values and, by extension, mitigate lending frictions at debt renegotiations.",68.txt,"we hypothesize that when facing binding cash flow or covenant constraints, firms distort their real decisions in an attempt to accelerate cash flows, as firms facing binding covenant restrictions benefit from access to immediate cash (Faulkender and Wang (2006)) and earnings management (Dichev and Skinner (2002)).",2
34,https://onlinelibrary-wiley-com.libproxy1.nus.edu.sg/doi/10.1111/jofi.12884,Drilling and Debt,5,February,2020,N.A.,Accepted Articles,"This paper documents a previously unrecognized debt‐related investment distortion. Using detailed project‐level data for 69 firms in the oil and gas industry, we find that highly levered firms pull forward investment, completing projects early at the expense of long‐run project returns and project value. This behavior is particularly pronounced prior to debt renegotiations. We test several channels that could explain this behavior and find evidence consistent with equity holders sacrificing long‐run project returns to enhance collateral values and, by extension, mitigate lending frictions at debt renegotiations.",68.txt,we hypothesize that high‐leverage firms forgo higher NPV projects to mitigate lending frictions and expand their access to finance by expanding their collateral base.,2
